,Make,Model,Price (£),Mileage,Registration Year,Registration Month,Gearbox,Fuel Type,N of Owners
4263,Nissan,Leaf,18850,27390,2019,11,Automatic,Electric,n/a
4264,Hyundai,IONIQ,18850,35741,2019,2,Automatic,Hybrid,n/a
4265,Audi,A4,18850,24488,2019,6,Automatic,Petrol,1
4266,Mercedes-Benz,A Class,18850,36025,2017,11,Automatic,Diesel,3
4267,Kia,Sportage,18850,32770,2019,9,Manual,Diesel,1
4268,Toyota,Yaris,18850,22189,2021,9,Automatic,Hybrid,n/a
4269,Jaguar,XE,18850,34263,2017,11,Automatic,Diesel,3
4270,Volkswagen,Golf,18850,46463,2017,11,Manual,Petrol,1
4271,Ford,Kuga,18850,10664,2019,4,Manual,Diesel,1
4272,Kia,Sportage,18850,35745,2018,10,Automatic,Diesel,1
4273,Peugeot,3008,18850,19775,2017,11,Automatic,Diesel,2
4274,Ford,S-Max,18850,32663,2017,1,Manual,Diesel,1
4275,Ford,Kuga,18850,32019,2018,10,Automatic,Diesel,1
4276,BMW,1 Series,18850,37322,2016,12,Automatic,Petrol,3
4277,Audi,A1,18850,24205,2019,7,Automatic,Petrol,1
4278,Mini,Countryman,18850,48166,2019,3,Automatic,Petrol,1
4279,Audi,A3,18850,30163,2019,10,Manual,Diesel,2
4280,Ford,Kuga,18850,9699,2019,6,Manual,Petrol,1
4281,Honda,Jazz,18850,2565,2021,10,Automatic,Hybrid,1
4282,Peugeot,208,18900,17431,2021,9,Manual,Petrol,1
4283,Kia,Sportage,18900,11572,2019,6,Manual,Petrol,1
4284,Citroen,Grand C4 Picasso,18900,11870,2017,1,Automatic,Diesel,1
4285,Mini,Hatch,18900,14711,2020,3,Automatic,Petrol,3
4286,Peugeot,3008,18900,34753,2018,3,Automatic,Diesel,2
4287,Volkswagen,T-Roc,18900,28899,2020,6,Manual,Petrol,1
4288,Mini,Countryman,18900,5945,2019,6,Manual,Petrol,1
4289,Kia,Sportage,18900,32503,2020,2,Manual,Petrol,1
4290,Ford,Kuga,18900,13921,2019,10,Automatic,Petrol,1
4291,Peugeot,Rifter,18900,17066,2018,12,Manual,Petrol,2
4292,Mercedes-Benz,A Class,18900,14498,2019,11,Manual,Petrol,1
4293,Peugeot,3008,18900,39405,2019,4,Manual,Diesel,2
4294,Toyota,RAV4,18900,53648,2018,5,Automatic,Hybrid,n/a
4295,BMW,3 Series,18900,25592,2016,9,Automatic,Diesel,2
4296,BMW,i3,18900,29421,2018,1,Automatic,Electric,n/a
4297,Mini,Convertible,18900,18473,2019,1,Automatic,Petrol,3
4298,BMW,4 Series,18900,36676,2018,3,Automatic,Diesel,1
4299,Ford,Fiesta,18900,24884,2021,3,Manual,Petrol,1
4300,Volkswagen,T-Roc,18950,17205,2020,7,Manual,Petrol,1
4301,Citroen,C5 Aircross,18950,28503,2019,11,Automatic,Diesel,1
4302,Ford,Puma,18950,45440,2020,11,Automatic,Petrol,1
4303,Kia,Sportage,18950,29428,2019,10,Manual,Petrol,2
4304,Skoda,Karoq,18950,41257,2019,6,Manual,Petrol,1
4305,Audi,A6 Avant,18950,53219,2016,12,Automatic,Diesel,2
4306,Land,Rover Range Rover Evoque,18950,38187,2015,11,Automatic,Diesel,2
4307,Ford,Puma,18950,10856,2020,9,Manual,Petrol,n/a
4308,Ford,Mondeo,18950,16989,2019,9,Automatic,Diesel,1
4309,BMW,1 Series,18950,28349,2018,9,Automatic,Petrol,3
4310,BMW,i3,18950,15293,2016,10,Automatic,Plug-in hybrid,n/a
4311,Nissan,Qashqai,18950,16136,2019,4,Automatic,Petrol,1
4312,Ford,Focus,18950,10992,2020,10,Manual,Petrol,1
4313,Toyota,C-HR,18950,33587,2017,11,Automatic,Hybrid,2
4314,Audi,A5,18950,56036,2018,9,Automatic,Petrol,1
4315,Volkswagen,Passat,18950,54310,2018,3,Automatic,Diesel,3
4316,Ford,Focus,18950,36134,2020,3,Automatic,Diesel,2
4317,BMW,3 Series,18950,38852,2018,5,Automatic,Hybrid,n/a
4318,Volkswagen,Golf,18950,3302,2018,10,Automatic,Petrol,3
4319,Vauxhall,Corsa,18950,4686,2022,4,Automatic,Petrol,1
4320,Nissan,Leaf,18950,25726,2018,6,Automatic,Electric,n/a
4321,Mercedes-Benz,CLA Class,19000,37819,2016,3,Automatic,Petrol,1
4322,Ford,Galaxy,19000,53130,2018,4,Automatic,Diesel,1
4323,Audi,TT,19000,33011,2017,3,Manual,Petrol,2
4324,Toyota,RAV4,19000,52175,2016,3,Automatic,Diesel,4
4325,Nissan,Juke,19000,10848,2021,1,Automatic,Petrol,1
4326,Mercedes-Benz,GLA Class,19000,43692,2016,9,Automatic,Diesel,2
4327,Seat,Alhambra,19000,54201,2018,5,Manual,Diesel,1
4328,Kia,Sportage,19000,32174,2018,12,Automatic,Diesel,1
4329,Audi,A3,19000,24146,2018,9,Automatic,Petrol,2
4330,Mitsubishi,Outlander,19000,33859,2017,8,Automatic,Plug-in hybrid,n/a
4331,Audi,A1,19000,13756,2019,10,Manual,Petrol,1
4332,Vauxhall,Grandland X,19000,2180,2020,9,Manual,Petrol,1
4333,Renault,Kadjar,19000,24968,2019,9,Automatic,Petrol,1
4334,Kia,Sportage,19000,40097,2019,9,Automatic,Diesel,1
4335,Audi,A5,19000,35763,2016,9,Automatic,Diesel,3
4336,Fiat,500X Dolcevita,19000,11621,2022,3,Automatic,Petrol,1
4337,Audi,A3,19000,35747,2017,4,Automatic,Diesel,2
4338,Mercedes-Benz,GLA Class,19000,26636,2017,6,Manual,Diesel,2
4339,Ssangyong,Korando,19000,7734,2019,9,Automatic,Diesel,3
4340,Ford,Focus,19000,12571,2019,9,Automatic,Diesel,3
4341,Kia,XCeed,19050,2256,2022,6,Manual,Petrol,1
4342,Audi,A1,19050,18282,2019,5,Manual,Petrol,2
4343,Jeep,Compass,19050,4231,2020,6,Manual,Diesel,1
4344,Audi,Q3,19050,23270,2015,11,Automatic,Petrol,2
4345,Volkswagen,T-Roc,19050,11094,2019,3,Manual,Petrol,1
4346,Toyota,C-HR,19050,33471,2019,2,Automatic,Hybrid,n/a
4347,Land,Rover Discovery Sport,19050,57321,2016,3,Automatic,Diesel,1
4348,Hyundai,TUCSON,19050,23856,2018,11,Automatic,Diesel,1
4349,Volkswagen,Golf,19050,16982,2020,3,Automatic,Diesel,2
4350,Audi,A3,19050,27932,2019,3,Automatic,Petrol,1
4351,Toyota,Prius,19050,52742,2017,5,Automatic,Hybrid,3
4352,Skoda,Karoq,19050,17140,2019,4,Manual,Diesel,1
4353,Kia,Sportage,19050,11316,2018,10,Manual,Petrol,1
4354,Ford,Focus,19100,19929,2020,6,Manual,Diesel,2
4355,Nissan,Leaf,19100,27908,2019,12,Automatic,Electric,n/a
4356,Mercedes-Benz,CLA Class,19100,64189,2018,8,Automatic,Diesel,1
4357,Audi,Q3,19100,50677,2017,11,Automatic,Petrol,3
4358,Kia,Sportage,19100,20755,2021,8,Manual,Diesel,n/a
4359,Toyota,C-HR,19100,8890,2019,7,Manual,Petrol,1
4360,Mini,Clubman,19100,29402,2019,2,Automatic,Petrol,2
4361,Mercedes-Benz,A Class,19100,63979,2018,12,Automatic,Diesel,1
4362,Nissan,X-Trail,19100,17802,2019,7,Manual,Diesel,2
4363,Volkswagen,Polo,19100,16998,2019,6,Automatic,Petrol,1
4364,Volkswagen,Golf,19100,21704,2020,6,Automatic,Diesel,3
4365,Audi,A5,19100,31717,2018,7,Automatic,Petrol,2
4366,Mercedes-Benz,C Class,19100,37205,2018,5,Automatic,Diesel,2
4367,Volkswagen,Golf,19100,39130,2018,5,Automatic,Diesel,2
4368,Mini,Countryman,19100,29028,2018,9,Automatic,Petrol,2
4369,Mercedes-Benz,A Class,19100,35600,2019,2,Manual,Petrol,1
4370,Ford,Kuga,19100,19707,2019,6,Automatic,Petrol,3
4371,Honda,Jazz,19100,4959,2021,10,Automatic,Petrol,1
4372,Ford,Kuga,19100,15826,2019,3,Manual,Diesel,2
4373,Mercedes-Benz,E Class,19150,12515,2016,3,Automatic,Diesel,2
4374,Peugeot,3008,19150,38804,2017,4,Automatic,Petrol,2
4375,Kia,Stonic,19150,7071,2019,5,Automatic,Petrol,1
4376,Mini,Hatch,19150,31459,2018,6,Manual,Petrol,2
4377,Hyundai,TUCSON,19150,27260,2019,1,Automatic,Petrol,2
4378,Nissan,Qashqai,19150,20667,2019,7,Manual,Diesel,1
4379,Volkswagen,Touareg,19150,54271,2015,9,Automatic,Diesel,2
4380,Audi,A1,19150,12195,2021,1,Manual,Petrol,2
4381,Audi,Q2,19150,28757,2019,9,Manual,Diesel,1
4382,Ford,Puma,19150,3559,2021,3,Manual,Petrol,n/a
4383,Toyota,Auris,19150,28038,2018,9,Automatic,Hybrid,n/a
4384,Mini,Hatch,19150,10101,2021,2,Automatic,Petrol,2
4385,Mini,Hatch,19150,12222,2019,12,Automatic,Petrol,2
4386,Citroen,C3 Aircross,19150,2020,2022,1,Automatic,Petrol,1
4387,Ford,Puma,19150,17850,2021,7,Manual,Petrol,n/a
4388,Audi,Q2,19150,36021,2020,9,Manual,Diesel,3
4389,Volvo,V40 Cross Country,19150,14554,2018,9,Automatic,Petrol,1
4390,Mini,Convertible,19150,20883,2019,6,Manual,Petrol,2
4391,Ford,Kuga,19200,8801,2019,5,Manual,Petrol,2
4392,Volkswagen,Golf,19200,49552,2018,9,Manual,Diesel,2
4393,Audi,A3,19200,49221,2019,6,Automatic,Petrol,1
4394,Nissan,Qashqai,19200,15779,2020,9,Automatic,Petrol,1
4395,Toyota,RAV4,19200,59095,2018,1,Automatic,Petrol,1
4396,Volkswagen,Golf,19200,29698,2019,10,Automatic,Petrol,2
4397,Mercedes-Benz,B Class,19200,26467,2019,5,Automatic,Petrol,2
4398,Toyota,C-HR,19200,27596,2019,2,Automatic,Hybrid,n/a
4399,Vauxhall,Corsa,19200,3,2022,4,Automatic,Petrol,1
4400,Vauxhall,Corsa,19200,2,2022,4,Automatic,Petrol,1
4401,BMW,6 Series Gran Coupe,19200,35182,2016,9,Automatic,Diesel,2
4402,MG,MG ZS,19200,40614,2020,8,Automatic,Electric,n/a
4403,Kia,Stonic,19200,2672,2022,3,Automatic,Petrol,1
4404,Mercedes-Benz,CLA Class,19200,24094,2017,9,Manual,Petrol,1
4405,Audi,Q2,19200,21581,2018,11,Automatic,Petrol,1
4406,Mercedes-Benz,A Class,19200,33609,2019,9,Manual,Petrol,2
4407,Jeep,Compass,19200,9853,2021,5,Manual,Petrol,2
4408,Fiat,500X Dolcevita,19200,9610,2022,3,Automatic,Petrol,1
4409,Volkswagen,Golf,19200,42174,2017,3,Manual,Petrol,3
4410,Peugeot,3008,19200,60363,2018,9,Automatic,Diesel,1
4411,Fiat,500X Dolcevita,19200,3199,2022,3,Automatic,Petrol,1
4412,BMW,2 Series,19200,19800,2020,3,Automatic,Petrol,3
4413,Mercedes-Benz,A Class,19200,36386,2018,9,Automatic,Diesel,2
4414,Mini,Hatch,19200,21816,2019,10,Automatic,Petrol,1
4415,Peugeot,5008,19250,66586,2019,10,Manual,Diesel,1
4416,Ford,Kuga,19250,22275,2019,5,Manual,Diesel,1
4417,Mercedes-Benz,GLA Class,19250,35419,2018,11,Manual,Petrol,2
4418,Nissan,Leaf,19250,10157,2019,10,Automatic,Electric,n/a
4419,Nissan,X-Trail,19250,26386,2019,10,Automatic,Diesel,1
4420,Mercedes-Benz,A Class,19250,27028,2018,12,Automatic,Diesel,1
4421,Audi,Q2,19250,20730,2018,3,Manual,Petrol,2
4422,BMW,3 Series,19250,28133,2018,5,Automatic,Petrol,2
4423,Fiat,500X Dolcevita,19250,8688,2022,3,Automatic,Petrol,1
4424,Fiat,500X,19250,4294,2022,3,Automatic,Petrol,1
4425,Ford,Kuga,19250,22909,2019,4,Automatic,Petrol,3
4426,Mini,Hatch,19250,5221,2017,6,Automatic,Petrol,3
4427,BMW,2 Series Active Tourer,19250,15755,2019,9,Automatic,Petrol,3
4428,Mercedes-Benz,C Class,19300,55701,2016,6,Automatic,Diesel,2
4429,Nissan,Leaf,19300,17635,2019,9,Automatic,Electric,n/a
4430,Seat,Arona,19300,8459,2020,10,Automatic,Petrol,2
4431,BMW,4 Series Gran Coupe,19300,48854,2019,1,Manual,Diesel,1
4432,Audi,A3,19300,33757,2019,5,Manual,Diesel,1
4433,Audi,A4 Avant,19300,42835,2019,4,Automatic,Diesel,1
4434,Ford,Galaxy,19300,45894,2018,1,Automatic,Diesel,2
4435,Audi,A6 Avant,19300,21144,2017,7,Automatic,Diesel,1
4436,Mitsubishi,Outlander,19300,41202,2018,5,Automatic,Plug-in hybrid,n/a
4437,Volkswagen,Passat,19300,27680,2018,5,Manual,Diesel,2
4438,Toyota,Auris,19300,18396,2018,7,Automatic,Hybrid,n/a
4439,Mazda,CX-5,19300,23965,2019,3,Automatic,Petrol,1
4440,Hyundai,IONIQ,19300,24479,2019,3,Automatic,Hybrid,n/a
4441,Volkswagen,Tiguan,19300,53227,2016,9,Manual,Diesel,4
4442,Hyundai,IONIQ,19300,14262,2019,6,Automatic,Hybrid,n/a
4443,Mini,Countryman,19300,19262,2019,8,Automatic,Diesel,2
4444,Ford,Focus,19300,26242,2019,5,Manual,Petrol,3
4445,Land,Rover Range Rover Evoque,19300,23742,2016,9,Manual,Diesel,2
4446,Vauxhall,Grandland X,19350,6820,2019,1,Automatic,Petrol,1
4447,Mini,Clubman,19350,31309,2019,1,Automatic,Petrol,1
4448,Volkswagen,Tiguan,19350,41389,2018,10,Manual,Diesel,1
4449,Land,Rover Range Rover Evoque,19350,60892,2018,6,Manual,Diesel,1
4450,Mercedes-Benz,A Class,19350,25912,2019,3,Manual,Petrol,1
4451,Audi,Q2,19350,33707,2019,1,Automatic,Petrol,2
4452,Mitsubishi,Outlander,19350,60752,2019,7,Automatic,Plug-in hybrid,n/a
4453,Kia,Niro,19350,44277,2018,10,Automatic,Petrol,n/a
4454,Mercedes-Benz,GLA Class,19350,28025,2017,3,Automatic,Diesel,2
4455,BMW,3 Series,19350,52526,2017,11,Automatic,Hybrid,n/a
4456,BMW,X1,19350,45930,2018,3,Automatic,Diesel,2
4457,Mercedes-Benz,A Class,19350,31101,2018,12,Automatic,Diesel,1
4458,Ford,Puma,19350,7703,2021,3,Manual,Petrol,n/a
4459,Ford,Kuga,19350,19900,2019,7,Automatic,Petrol,1
4460,Mercedes-Benz,A Class,19350,31141,2019,11,Automatic,Diesel,1
4461,Volkswagen,Sharan,19350,62115,2019,4,Automatic,Petrol,2
4462,Mercedes-Benz,B Class,19350,19010,2019,5,Automatic,Petrol,2
4463,Volkswagen,e-Golf,19350,26241,2018,7,Automatic,Electric,n/a
4464,Nissan,Leaf,19350,27145,2019,10,Automatic,Electric,n/a
4465,Kia,Sportage,19350,34853,2018,10,Automatic,Petrol,1
4466,Mercedes-Benz,A Class,19350,20832,2017,12,Automatic,Diesel,3
4467,Mini,Countryman,19350,10463,2019,6,Automatic,Petrol,1
4468,Land,Rover Discovery Sport,19350,60833,2016,3,Automatic,Diesel,3
4469,Kia,Sportage,19350,37800,2019,11,Automatic,Diesel,n/a
4470,BMW,1 Series,19350,51221,2017,6,Automatic,Petrol,2
4471,Toyota,C-HR,19350,51508,2018,3,Automatic,Hybrid,n/a
4472,Lexus,IS 300,19350,40567,2018,10,Automatic,Petrol,n/a
4473,Ford,Focus,19350,6885,2021,5,Manual,Petrol,n/a
4474,Renault,Zoe,19350,13181,2019,11,Automatic,Electric,n/a
4475,Mitsubishi,Outlander,19350,36932,2018,11,Automatic,Diesel,1
4476,Kia,Stonic,19350,9977,2021,11,Automatic,Petrol,1
4477,Kia,Stonic,19400,18100,2020,9,Automatic,Petrol,1
4478,Toyota,Auris,19400,44288,2018,3,Automatic,Hybrid,n/a
4479,Mercedes-Benz,A Class,19400,48521,2019,3,Automatic,Diesel,1
4480,BMW,X3,19400,49072,2015,10,Automatic,Diesel,2
4481,Mazda,CX-5,19400,31002,2019,2,Manual,Petrol,1
4482,BMW,1 Series,19400,31463,2017,3,Manual,Petrol,2
4483,Jaguar,XE,19400,37236,2018,9,Automatic,Diesel,1
4484,Mini,Hatch,19400,24258,2018,6,Automatic,Petrol,1
4485,Audi,A1,19400,19440,2019,6,Manual,Petrol,2
4486,Skoda,Karoq,19400,23561,2019,9,Automatic,Diesel,3
4487,BMW,2 Series,19400,18102,2019,9,Automatic,Diesel,1
4488,MG,MG ZS,19400,43172,2020,9,Automatic,Electric,n/a
4489,Mercedes-Benz,A Class,19400,47461,2018,9,Automatic,Petrol,1
4490,Lexus,CT 200h,19400,55357,2019,5,Automatic,Hybrid,n/a
4491,Land,Rover Range Rover Evoque,19400,53245,2015,11,Automatic,Diesel,3
4492,Ford,Puma,19400,17919,2021,3,Manual,Petrol,n/a
4493,Audi,A3,19400,18562,2019,3,Manual,Petrol,2
4494,Ford,Kuga,19400,33029,2019,8,Automatic,Diesel,1
4495,Kia,Sportage,19400,19923,2019,11,Automatic,Diesel,n/a
4496,Ford,Kuga,19400,15187,2019,9,Automatic,Diesel,2
4497,Fiat,500X,19400,2141,2022,3,Automatic,Petrol,1
4498,Fiat,500X,19400,1951,2022,3,Automatic,Petrol,1
4499,Land,Rover Range Rover Evoque,19450,59124,2016,5,Automatic,Diesel,2
4500,Ford,Fiesta,19450,14611,2019,12,Manual,Petrol,1
4501,Mini,Hatch,19450,8321,2019,1,Automatic,Petrol,2
4502,Land,Rover Range Rover Evoque,19450,35802,2017,10,Manual,Diesel,2
4503,Skoda,Karoq,19450,28642,2018,8,Manual,Petrol,1
4504,Volkswagen,T-Roc,19450,14099,2018,4,Manual,Petrol,1
4505,Mercedes-Benz,A Class,19450,27089,2019,10,Manual,Petrol,1
4506,Mini,Clubman,19450,22454,2019,2,Automatic,Petrol,2
4507,Volkswagen,Polo,19450,8725,2021,8,Automatic,Petrol,2
4508,BMW,X1,19450,34278,2016,12,Automatic,Diesel,3
4509,Lexus,IS 300,19450,72133,2019,6,Automatic,Petrol,n/a
4510,Nissan,Leaf,19450,12314,2018,4,Automatic,Electric,n/a
4511,Kia,Niro,19450,36056,2019,12,Automatic,Hybrid,n/a
4512,Volkswagen,T-Roc,19450,46870,2019,3,Automatic,Petrol,1
4513,Mini,Countryman,19450,14493,2019,3,Manual,Petrol,1
4514,Mini,Countryman,19450,46959,2018,9,Automatic,Diesel,2
4515,Volkswagen,e-Golf,19450,30013,2019,9,Automatic,Plug-in hybrid,n/a
4516,BMW,4 Series,19450,24296,2017,4,Automatic,Diesel,4
4517,Toyota,C-HR,19500,58054,2017,9,Automatic,Hybrid,2
4518,Audi,Q3,19500,28926,2018,3,Manual,Petrol,2
4519,Ford,Focus,19500,21664,2019,3,Automatic,Petrol,2
4520,Ford,Edge,19500,60076,2016,6,Automatic,Diesel,3
4521,Land,Rover Discovery Sport,19500,50127,2018,11,Manual,Diesel,2
4522,Audi,Q2,19500,28798,2019,2,Automatic,Diesel,1
4523,Audi,Q5,19500,51119,2016,3,Automatic,Diesel,3
4524,Kia,Sportage,19500,33237,2019,4,Automatic,Diesel,1
4525,BMW,X2,19500,47699,2019,3,Automatic,Petrol,1
4526,BMW,2 Series,19500,23200,2019,8,Automatic,Diesel,1
4527,Hyundai,TUCSON,19500,10201,2019,10,Automatic,Petrol,1
4528,Mini,Countryman,19500,42025,2018,9,Automatic,Petrol,2
4529,Mercedes-Benz,A Class,19500,26638,2018,10,Manual,Petrol,1
4530,Kia,Niro,19500,16627,2019,8,Automatic,Hybrid,n/a
4531,Fiat,500X,19500,1089,2022,3,Automatic,Petrol,1
4532,Land,Rover Discovery Sport,19500,38785,2018,3,Manual,Diesel,2
4533,BMW,1 Series,19500,61510,2018,3,Automatic,Petrol,2
4534,Mini,Hatch,19500,16387,2019,10,Automatic,Petrol,2
4535,Mercedes-Benz,A Class,19500,59034,2019,6,Manual,Petrol,1
4536,BMW,4 Series Gran Coupe,19500,31930,2017,10,Automatic,Diesel,2
4537,Mini,Clubman,19500,16356,2018,10,Automatic,Petrol,3
4538,Mini,Hatch,19500,13462,2018,9,Automatic,Petrol,3
4539,Mercedes-Benz,A Class,19550,30870,2017,10,Automatic,Diesel,4
4540,Mini,Clubman,19550,9514,2018,12,Automatic,Petrol,2
4541,Toyota,C-HR,19550,4704,2019,3,Manual,Petrol,1
4542,Audi,A3,19550,30636,2017,3,Automatic,Petrol,2
4543,Volkswagen,e-Golf,19550,39846,2019,10,Automatic,Electric,n/a
4544,Ford,Galaxy,19550,50832,2019,12,Manual,Diesel,1
4545,Kia,XCeed,19550,9776,2021,9,Manual,Petrol,2
4546,Volvo,S90,19550,44796,2017,12,Automatic,Diesel,2
4547,Ford,Kuga,19550,9377,2019,9,Automatic,Petrol,1
4548,Volkswagen,Golf,19550,16160,2020,8,Automatic,Diesel,2
4549,Mercedes-Benz,C Class,19550,37955,2016,4,Automatic,Diesel,4
4550,Volkswagen,e-Golf,19550,25123,2019,7,Automatic,Electric,n/a
4551,Audi,A6 Saloon,19550,33294,2017,11,Automatic,Diesel,2
4552,Audi,A1,19550,22588,2019,3,Automatic,Petrol,2
4553,BMW,i3,19550,18972,2017,9,Automatic,Hybrid,n/a
4554,Kia,Stonic,19550,2793,2022,3,Automatic,Petrol,1
4555,Ford,Fiesta,19550,12737,2020,5,Manual,Petrol,2
4556,Volkswagen,Golf,19550,38102,2018,9,Automatic,Diesel,2
4557,Kia,Niro,19550,28024,2017,9,Automatic,Petrol,n/a
4558,Toyota,Corolla,19550,22031,2019,7,Automatic,Hybrid,n/a
4559,Volkswagen,Golf,19550,49864,2017,12,Automatic,Diesel,3
4560,Seat,Leon,19600,7462,2019,3,Automatic,Petrol,1
4561,Audi,A1,19600,42119,2019,6,Manual,Petrol,1
4562,Mercedes-Benz,A Class,19600,30015,2020,3,Manual,Petrol,1
4563,Jeep,Cherokee,19600,24835,2017,10,Automatic,Diesel,2
4564,Seat,Ateca,19600,20836,2019,3,Automatic,Diesel,3
4565,Mercedes-Benz,GLA Class,19600,51081,2019,6,Manual,Petrol,1
4566,Citroen,C4,19600,13895,2022,5,Manual,Petrol,1
4567,Ford,Puma,19600,11838,2020,9,Manual,Petrol,n/a
4568,Volvo,S90,19600,41718,2018,6,Automatic,Diesel,2
4569,Jeep,Renegade,19600,30095,2020,9,Automatic,Petrol,1
4570,Mercedes-Benz,C Class,19600,17422,2017,1,Automatic,Petrol,2
4571,Ford,Kuga,19600,14747,2019,6,Automatic,Petrol,1
4572,Hyundai,TUCSON,19600,58205,2019,3,Automatic,Petrol,1
4573,Volkswagen,Tiguan,19600,66611,2019,5,Automatic,Diesel,1
4574,BMW,3 Series,19600,51637,2017,7,Manual,Petrol,3
4575,Kia,Sportage,19600,50078,2020,3,Automatic,Diesel,n/a
4576,Audi,A1,19600,19778,2020,8,Automatic,Petrol,1
4577,Ford,Kuga,19600,14667,2018,12,Automatic,Petrol,2
4578,Alfa,Romeo Giulia,19600,23096,2020,2,Automatic,Diesel,1
4579,DS,DS 7 CROSSBACK,19600,38714,2018,6,Automatic,Diesel,3
4580,Seat,Arona,19600,23169,2021,3,Automatic,Petrol,3
4581,BMW,4 Series Gran Coupe,19600,30704,2018,6,Automatic,Diesel,2
4582,BMW,i3,19600,7092,2015,9,Automatic,Electric,n/a
4583,Mercedes-Benz,C Class,19600,37290,2017,7,Automatic,Diesel,2
4584,Ford,Edge,19650,30776,2018,6,Manual,Diesel,3
4585,Honda,Civic,19650,19176,2019,12,Manual,Petrol,1
4586,Mercedes-Benz,A Class,19650,36000,2018,2,Automatic,Diesel,2
4587,Mercedes-Benz,A Class,19650,63392,2019,5,Automatic,Diesel,2
4588,Mini,Countryman,19650,22972,2018,12,Automatic,Petrol,1
4589,Ford,Kuga,19650,24538,2019,5,Manual,Diesel,1
4590,Nissan,Leaf,19650,33064,2019,10,Automatic,Electric,n/a
4591,Seat,Leon,19650,32855,2018,3,Automatic,Petrol,7
4592,Audi,A1,19650,14212,2019,5,Automatic,Petrol,3
4593,Mini,Countryman,19650,27860,2018,4,Automatic,Diesel,1
4594,BMW,1 Series,19650,27100,2020,3,Manual,Petrol,2
4595,Mercedes-Benz,C Class,19650,30331,2018,1,Automatic,Diesel,2
4596,Mini,Countryman,19650,11201,2018,8,Automatic,Petrol,2
4597,Toyota,C-HR,19650,34298,2019,6,Automatic,Hybrid,n/a
4598,Mercedes-Benz,C Class,19650,60079,2017,5,Automatic,Petrol,2
4599,Nissan,X-Trail,19650,20445,2018,7,Automatic,Diesel,2
4600,Mercedes-Benz,C Class,19650,34894,2018,5,Automatic,Diesel,1
4601,Ford,Kuga,19700,28377,2019,3,Automatic,Diesel,1
4602,Ford,Kuga,19700,43870,2018,6,Automatic,Diesel,2
4603,Audi,TT,19700,21433,2018,1,Manual,Petrol,1
4604,Citroen,Grand C4 Picasso,19700,9227,2017,12,Automatic,Diesel,2
4605,Audi,A1,19700,19161,2019,6,Manual,Petrol,3
4606,Mini,Countryman,19700,12751,2019,12,Manual,Petrol,1
4607,Mercedes-Benz,A Class,19700,32863,2019,7,Automatic,Petrol,3
4608,BMW,1 Series,19700,13052,2019,3,Manual,Petrol,3
4609,Mercedes-Benz,A Class,19700,24627,2019,11,Automatic,Petrol,1
4610,BMW,1 Series,19700,30622,2019,11,Manual,Petrol,1
4611,Nissan,Juke,19700,9382,2021,7,Manual,Petrol,2
4612,Ford,Kuga,19700,13964,2019,8,Manual,Diesel,1
4613,BMW,X3,19700,42705,2017,5,Automatic,Diesel,3
4614,Mini,Countryman,19700,55268,2018,9,Automatic,Plug-in hybrid,n/a
4615,Kia,Sportage,19700,9139,2019,9,Manual,Petrol,1
4616,Volkswagen,Scirocco,19700,21868,2017,6,Manual,Petrol,3
4617,Toyota,C-HR,19700,14089,2019,9,Automatic,Hybrid,n/a
4618,Mercedes-Benz,GLA Class,19700,42860,2018,7,Manual,Diesel,3
4619,Mercedes-Benz,C Class,19700,43866,2016,9,Automatic,Diesel,2
4620,Ford,Galaxy,19700,33173,2017,10,Manual,Diesel,3
4621,Volkswagen,e-Golf,19700,22000,2019,6,Automatic,Electric,n/a
4622,Mini,Hatch,19700,36589,2017,6,Automatic,Petrol,3
4623,Abarth,124 Spider,19750,29176,2018,3,Manual,Petrol,1
4624,Audi,TT,19750,39092,2017,7,Manual,Petrol,2
4625,BMW,3 Series,19750,32071,2016,9,Automatic,Plug-in hybrid,n/a
4626,Audi,A3,19750,31815,2016,11,Automatic,Petrol,2
4627,Toyota,Auris,19750,38786,2018,10,Automatic,Hybrid,n/a
4628,Hyundai,IONIQ,19750,29294,2019,6,Automatic,Hybrid,n/a
4629,MG,MG ZS,19750,23383,2020,2,Automatic,Electric,n/a
4630,Mercedes-Benz,C Class,19750,38758,2018,4,Automatic,Diesel,1
4631,Volkswagen,e-Golf,19750,35337,2019,4,Automatic,Electric,n/a
4632,Peugeot,3008,19750,26597,2019,3,Automatic,Diesel,1
4633,Seat,Ateca,19750,29182,2018,5,Automatic,Diesel,2
4634,Seat,Alhambra,19750,40527,2019,4,Manual,Diesel,1
4635,Hyundai,TUCSON,19750,29986,2018,9,Automatic,Petrol,2
4636,Ford,Kuga,19750,18248,2019,11,Automatic,Petrol,2
4637,Peugeot,3008,19750,34422,2019,6,Automatic,Diesel,2
4638,Nissan,X-Trail,19750,18165,2019,7,Automatic,Diesel,2
4639,Kia,Niro,19750,19413,2019,10,Automatic,Hybrid,n/a
4640,Mini,Hatch,19750,27595,2020,1,Manual,Petrol,2
4641,Mercedes-Benz,A Class,19750,37519,2019,10,Automatic,Petrol,1
4642,Toyota,Auris,19750,17334,2018,9,Automatic,Hybrid,n/a
4643,Audi,S3,19750,24967,2015,5,Automatic,Petrol,3
4644,Honda,HR-V,19750,12850,2018,3,Automatic,Petrol,2
