,Make,Model,Price (£),Mileage,Registration Year,Registration Month,Gearbox,Fuel Type,N of Owners
4645,Kia,Sportage,19800,47099,2018,11,Automatic,Petrol,2
4646,Seat,Leon,19800,19328,2020,1,Automatic,Petrol,1
4647,BMW,X1,19800,44439,2019,5,Automatic,Petrol,1
4648,Volkswagen,Polo,19800,23200,2019,12,Automatic,Petrol,1
4649,Jeep,Compass,19800,16598,2021,3,Manual,Petrol,1
4650,Seat,Ateca,19800,24062,2019,10,Automatic,Diesel,1
4651,Vauxhall,Corsa-e,19800,35315,2021,2,Automatic,Electric,n/a
4652,Peugeot,308,19800,8363,2021,3,Automatic,Diesel,1
4653,Nissan,Qashqai,19800,10542,2019,6,Manual,Petrol,2
4654,Citroen,C3 Aircross,19800,760,2022,3,Automatic,Petrol,2
4655,Mercedes-Benz,C Class,19800,38876,2018,1,Automatic,Diesel,3
4656,Skoda,Karoq,19800,23532,2018,5,Automatic,Diesel,2
4657,Volkswagen,e-Golf,19800,27548,2020,1,Automatic,Electric,n/a
4658,BMW,2 Series,19850,48856,2015,10,Automatic,Petrol,2
4659,Mercedes-Benz,GLA Class,19850,21768,2018,1,Manual,Diesel,2
4660,Mercedes-Benz,A Class,19850,56408,2019,9,Automatic,Diesel,1
4661,Land,Rover Range Rover Evoque,19850,37706,2017,8,Manual,Diesel,2
4662,Ford,Kuga,19850,44034,2019,3,Automatic,Petrol,1
4663,Mazda,CX-5,19850,26368,2018,6,Manual,Petrol,2
4664,Ford,Focus,19850,25375,2018,5,Manual,Petrol,2
4665,Jaguar,XF,19850,44504,2018,3,Automatic,Diesel,3
4666,MG,MG ZS,19850,36526,2020,3,Automatic,Electric,n/a
4667,Audi,A1,19850,13392,2019,7,Manual,Petrol,1
4668,Toyota,C-HR,19850,21276,2019,6,Automatic,Petrol,1
4669,Mini,Convertible,19850,17398,2018,11,Automatic,Petrol,1
4670,Ford,Puma,19850,27168,2020,3,Manual,Petrol,n/a
4671,Toyota,C-HR,19850,23228,2019,10,Manual,Hybrid,n/a
4672,Audi,A1,19850,15100,2020,5,Automatic,Petrol,1
4673,Kia,Sportage,19850,30747,2019,3,Automatic,Diesel,1
4674,Mitsubishi,Outlander,19850,21350,2018,3,Automatic,Plug-in hybrid,n/a
4675,BMW,5 Series,19850,65145,2017,12,Automatic,Diesel,1
4676,Land,Rover Discovery Sport,19850,56706,2016,3,Automatic,Diesel,3
4677,BMW,2 Series Active Tourer,19850,16724,2018,12,Automatic,Diesel,1
4678,Ford,Focus,19850,15726,2021,4,Manual,Petrol,n/a
4679,Ford,Focus,19850,5922,2021,4,Manual,Petrol,n/a
4680,Kia,XCeed,19900,6830,2021,7,Manual,Petrol,1
4681,Audi,Q5,19900,57031,2016,7,Automatic,Diesel,2
4682,Peugeot,3008,19900,26554,2018,7,Automatic,Petrol,2
4683,Audi,A5,19900,61281,2017,9,Automatic,Diesel,3
4684,Ford,Kuga,19900,32614,2018,11,Automatic,Diesel,1
4685,BMW,2 Series Gran Tourer,19900,33507,2018,9,Automatic,Diesel,1
4686,Peugeot,3008,19900,61337,2019,3,Automatic,Diesel,2
4687,Ford,Galaxy,19900,58301,2019,5,Automatic,Diesel,1
4688,Toyota,C-HR,19900,14059,2019,9,Automatic,Hybrid,n/a
4689,Ford,Puma,19900,6011,2021,9,Manual,Petrol,n/a
4690,Nissan,Qashqai,19900,13170,2020,3,Automatic,Petrol,1
4691,Fiat,500X Dolcevita,19900,1052,2022,3,Automatic,Petrol,1
4692,Ford,Edge,19900,57697,2017,3,Automatic,Diesel,1
4693,Volkswagen,Passat,19900,26404,2018,11,Manual,Diesel,2
4694,Land,Rover Range Rover Evoque,19900,38816,2018,3,Manual,Diesel,2
4695,Jaguar,XE,19900,20703,2018,9,Automatic,Diesel,3
4696,Kia,Sportage,19900,24399,2019,1,Manual,Petrol,1
4697,Mercedes-Benz,CLA Class,19950,44289,2017,4,Automatic,Diesel,2
4698,Peugeot,3008,19950,27719,2019,10,Manual,Petrol,1
4699,Mercedes-Benz,A Class,19950,27470,2018,11,Automatic,Diesel,1
4700,Audi,A5,19950,36503,2018,12,Automatic,Petrol,2
4701,Mercedes-Benz,C Class,19950,45984,2017,1,Automatic,Diesel,2
4702,MG,MG ZS,19950,108,2022,9,Manual,Petrol,1
4703,MG,MG ZS,19950,29615,2019,12,Automatic,Electric,n/a
4704,Volkswagen,Tiguan,19950,23818,2018,10,Automatic,Diesel,2
4705,Mercedes-Benz,C Class,19950,32522,2018,1,Automatic,Diesel,2
4706,Mercedes-Benz,C Class,19950,43025,2017,7,Automatic,Diesel,2
4707,Audi,A3,19950,17434,2019,4,Manual,Diesel,2
4708,Toyota,C-HR,19950,31264,2018,7,Automatic,Hybrid,n/a
4709,Mercedes-Benz,C Class,19950,33445,2017,3,Automatic,Diesel,2
4710,Volkswagen,e-Golf,19950,15561,2019,6,Automatic,Electric,n/a
4711,Abarth,595C,19950,6680,2020,3,Manual,Petrol,2
4712,Kia,Sportage,19950,19375,2017,9,Automatic,Diesel,3
4713,Hyundai,i30,19950,20034,2021,3,Automatic,Petrol,n/a
4714,Ford,Focus,19950,2968,2021,4,Manual,Petrol,n/a
4715,Mercedes-Benz,A Class,20000,35392,2019,10,Automatic,Petrol,1
4716,Land,Rover Range Rover Evoque,20000,40022,2017,9,Manual,Diesel,2
4717,Mercedes-Benz,A Class,20000,50883,2018,9,Automatic,Diesel,2
4718,BMW,4 Series,20000,42290,2017,12,Automatic,Petrol,2
4719,BMW,2 Series,20000,31193,2019,9,Automatic,Petrol,2
4720,Citroen,C3 Aircross,20000,9508,2021,10,Automatic,Petrol,1
4721,Peugeot,e-208,20000,41240,2020,3,Automatic,Electric,n/a
4722,Ford,Fiesta,20000,16105,2021,1,Manual,Petrol,1
4723,BMW,X2,20000,24921,2018,11,Automatic,Diesel,1
4724,Nissan,X-Trail,20000,20037,2018,8,Automatic,Diesel,2
4725,Audi,A1,20000,8221,2019,2,Automatic,Petrol,1
4726,BMW,3 Series,20000,34539,2018,8,Automatic,Plug-in hybrid,n/a
4727,Mercedes-Benz,A Class,20000,23256,2018,12,Automatic,Diesel,1
4728,Ford,Galaxy,20000,55300,2019,9,Manual,Diesel,1
4729,Audi,A5,20000,30018,2018,7,Automatic,Petrol,1
4730,Mini,Hatch,20000,13451,2020,12,Automatic,Petrol,1
4731,Volkswagen,e-Golf,20000,22336,2019,8,Automatic,Electric,n/a
4732,Kia,Sportage,20000,40212,2019,1,Automatic,Diesel,1
4733,Ford,Mondeo,20000,15767,2020,9,Automatic,Diesel,1
4734,MG,MG ZS,20000,26300,2020,10,Automatic,Electric,n/a
4735,Mercedes-Benz,C Class,20000,46820,2019,4,Automatic,Petrol,n/a
4736,Mitsubishi,Outlander,20000,35812,2019,2,Automatic,Petrol,3
4737,Peugeot,3008,20000,40060,2020,9,Automatic,Petrol,2
4738,Volkswagen,Sharan,20000,37716,2018,7,Manual,Diesel,3
4739,Mercedes-Benz,GLA Class,20000,34423,2016,6,Automatic,Diesel,3
4740,Citroen,C5 Aircross,20000,20232,2019,12,Automatic,Petrol,3
4741,Kia,Sportage,20000,23104,2018,11,Manual,Petrol,1
4742,Skoda,Octavia,20050,8846,2016,9,Manual,Diesel,1
4743,Seat,Ateca,20050,35080,2019,10,Automatic,Petrol,1
4744,Nissan,Qashqai,20050,8568,2018,12,Automatic,Petrol,1
4745,Volkswagen,Golf,20050,7923,2021,2,Manual,Petrol,1
4746,Volkswagen,Golf,20050,7923,2021,2,Manual,Petrol,1
4747,Audi,Q2,20050,26567,2020,9,Manual,Petrol,1
4748,Volkswagen,Golf,20050,52953,2016,5,Automatic,Petrol,4
4749,Kia,Niro,20050,33056,2019,12,Automatic,Hybrid,n/a
4750,Volkswagen,Sharan,20050,38301,2017,9,Automatic,Diesel,1
4751,Vauxhall,Corsa,20050,1186,2022,6,Automatic,Petrol,1
4752,Peugeot,3008,20050,22477,2019,1,Automatic,Diesel,3
4753,Nissan,Leaf,20050,22398,2020,9,Automatic,Electric,n/a
4754,Mercedes-Benz,A Class,20050,27753,2019,9,Manual,Petrol,2
4755,Mercedes-Benz,A Class,20050,31737,2018,11,Automatic,Diesel,1
4756,Renault,Clio,20050,4006,2022,2,Automatic,Hybrid,n/a
4757,Skoda,Superb,20050,24643,2019,10,Automatic,Petrol,1
4758,BMW,1 Series,20050,35028,2017,6,Automatic,Petrol,3
4759,BMW,X4,20050,93624,2018,3,Automatic,Diesel,1
4760,Volkswagen,Golf,20050,4014,2019,4,Manual,Petrol,3
4761,Volvo,V60,20100,38903,2019,1,Manual,Diesel,1
4762,Vauxhall,Corsa-e,20100,28807,2020,6,Automatic,Electric,n/a
4763,Volkswagen,Golf,20100,42884,2018,4,Manual,Diesel,3
4764,Nissan,Qashqai,20100,9376,2019,6,Automatic,Petrol,1
4765,BMW,1 Series,20100,11812,2019,3,Automatic,Petrol,2
4766,Volkswagen,T-Roc,20100,6565,2020,3,Manual,Petrol,1
4767,Ford,Kuga,20100,19295,2019,5,Automatic,Petrol,1
4768,Toyota,C-HR,20100,17729,2019,10,Automatic,Hybrid,n/a
4769,Toyota,Corolla,20100,12127,2020,3,Automatic,Hybrid,n/a
4770,Ford,Galaxy,20100,16967,2016,6,Automatic,Diesel,2
4771,Volkswagen,T-Roc,20100,21388,2018,11,Automatic,Petrol,1
4772,Kia,Niro,20100,32277,2018,10,Automatic,Hybrid,n/a
4773,Volkswagen,e-Golf,20100,16983,2019,10,Automatic,Electric,n/a
4774,Audi,A1,20100,9630,2019,8,Automatic,Petrol,2
4775,Hyundai,TUCSON,20100,20918,2019,8,Automatic,Petrol,2
4776,Audi,A3,20100,23110,2019,3,Automatic,Electric,3
4777,Mercedes-Benz,C Class,20100,31550,2016,9,Automatic,Plug-in hybrid,n/a
4778,Audi,A6 Saloon,20100,46795,2015,12,Automatic,Diesel,4
4779,Peugeot,2008,20150,25538,2021,9,Manual,Petrol,1
4780,Ford,Puma,20150,9268,2020,9,Manual,Petrol,n/a
4781,Volkswagen,Passat,20150,71025,2018,3,Automatic,Plug-in hybrid,n/a
4782,Toyota,C-HR,20150,59889,2019,4,Automatic,Hybrid,n/a
4783,Mini,Countryman,20150,66143,2017,12,Automatic,Plug-in hybrid,n/a
4784,BMW,5 Series,20150,54827,2018,1,Automatic,Diesel,2
4785,Kia,Sportage,20150,26045,2017,9,Automatic,Diesel,2
4786,Audi,A3,20150,58678,2017,8,Automatic,Petrol,3
4787,Mini,Countryman,20150,19434,2018,3,Automatic,Petrol,1
4788,Volkswagen,Golf,20150,31285,2019,10,Automatic,Diesel,1
4789,Ford,Focus,20150,16895,2020,11,Manual,Petrol,2
4790,BMW,4 Series Gran Coupe,20150,48996,2018,6,Automatic,Diesel,2
4791,Volkswagen,T-Roc,20150,14809,2020,10,Manual,Petrol,1
4792,Mitsubishi,Outlander,20150,29782,2018,6,Automatic,Hybrid,n/a
4793,Mitsubishi,Outlander,20150,42951,2018,10,Automatic,Plug-in hybrid,n/a
4794,Nissan,Qashqai,20150,7180,2019,10,Automatic,Petrol,1
4795,Toyota,C-HR,20150,36462,2019,4,Automatic,Petrol,3
4796,BMW,i3,20150,24196,2018,7,Automatic,Electric,n/a
4797,Audi,A4 Avant,20150,49399,2019,3,Manual,Petrol,2
4798,Mercedes-Benz,A Class,20150,19830,2018,9,Automatic,Petrol,1
4799,Audi,A1,20150,12756,2019,3,Automatic,Petrol,1
4800,Volkswagen,e-Golf,20150,18152,2019,9,Automatic,Electric,n/a
4801,Volkswagen,e-Golf,20150,12589,2019,9,Automatic,Electric,n/a
4802,BMW,1 Series,20150,52945,2017,5,Automatic,Petrol,2
4803,Renault,Zoe,20150,11878,2020,7,Automatic,Electric,n/a
4804,Peugeot,3008,20150,18142,2019,7,Manual,Petrol,2
4805,BMW,3 Series,20150,69328,2016,4,Automatic,Diesel,2
4806,Kia,Sportage,20150,15494,2019,2,Manual,Diesel,1
4807,Kia,Stonic,20150,3415,2021,3,Automatic,Petrol,1
4808,BMW,2 Series Active Tourer,20200,44811,2018,11,Automatic,Petrol,n/a
4809,Volkswagen,Sharan,20200,60628,2019,6,Automatic,Petrol,1
4810,Ford,Galaxy,20200,36596,2017,9,Automatic,Diesel,1
4811,Hyundai,IONIQ,20200,4638,2019,6,Automatic,Hybrid,n/a
4812,Volkswagen,Golf,20200,6497,2015,12,Automatic,Diesel,1
4813,Toyota,C-HR,20200,17082,2018,12,Automatic,Hybrid,n/a
4814,Toyota,C-HR,20200,59416,2019,11,Automatic,Hybrid,n/a
4815,Mitsubishi,Outlander,20200,41855,2018,9,Automatic,Plug-in hybrid,n/a
4816,Mini,Countryman,20200,45113,2017,12,Automatic,Petrol,2
4817,Volkswagen,Golf,20200,42651,2017,12,Automatic,Plug-in hybrid,n/a
4818,BMW,3 Series,20200,30935,2019,6,Automatic,Diesel,2
4819,Volkswagen,Tiguan,20200,33224,2020,10,Manual,Diesel,1
4820,Mini,Hatch,20200,28139,2020,9,Automatic,Petrol,2
4821,BMW,X1,20200,15932,2019,8,Manual,Petrol,1
4822,Mini,Countryman,20200,14824,2019,9,Manual,Petrol,1
4823,Mini,Clubman,20200,28804,2019,11,Automatic,Diesel,2
4824,Mini,Countryman,20200,40920,2019,3,Automatic,Diesel,3
4825,Toyota,Yaris,20200,8299,2021,9,Automatic,Hybrid,n/a
4826,Skoda,Karoq,20200,30766,2018,6,Automatic,Petrol,3
4827,Kia,Sportage,20200,15814,2019,9,Manual,Diesel,1
4828,Mercedes-Benz,A Class,20250,36927,2017,12,Automatic,Diesel,2
4829,BMW,X2,20250,47835,2019,4,Manual,Diesel,2
4830,Ford,Fiesta,20250,21235,2020,7,Manual,Petrol,2
4831,Nissan,Leaf,20250,15971,2018,11,Automatic,Electric,n/a
4832,Audi,Q2,20250,23653,2020,3,Manual,Petrol,1
4833,Kia,Sorento,20250,54703,2018,10,Manual,Diesel,1
4834,Peugeot,3008,20250,29662,2018,6,Automatic,Petrol,2
4835,Mercedes-Benz,A Class,20250,29412,2019,11,Manual,Petrol,1
4836,Jeep,Compass,20250,7781,2021,8,Manual,Petrol,2
4837,Toyota,C-HR,20250,20713,2019,4,Automatic,Hybrid,n/a
4838,Skoda,Kamiq,20250,9669,2020,12,Automatic,Petrol,1
4839,Kia,Niro,20250,28230,2020,7,Automatic,Hybrid,n/a
4840,Kia,Niro,20250,36825,2019,2,Automatic,Hybrid,n/a
4841,Audi,A3,20250,27423,2018,10,Manual,Petrol,2
4842,Hyundai,TUCSON,20250,35142,2018,9,Automatic,Diesel,1
4843,Toyota,C-HR,20250,38918,2018,6,Automatic,Hybrid,n/a
4844,Kia,Sportage,20250,20986,2019,3,Automatic,Diesel,1
4845,Volkswagen,e-Golf,20250,22802,2019,11,Automatic,Electric,n/a
4846,BMW,4 Series Gran Coupe,20250,56628,2016,9,Automatic,Diesel,2
4847,Hyundai,TUCSON,20250,20670,2019,5,Manual,Petrol,1
4848,Mitsubishi,Outlander,20250,38396,2018,10,Automatic,Plug-in hybrid,n/a
4849,BMW,5 Series,20250,86947,2018,11,Automatic,Plug-in hybrid,n/a
4850,Volkswagen,e-Golf,20250,16716,2019,6,Automatic,Electric,n/a
4851,Lexus,IS 300,20250,35012,2019,9,Automatic,Hybrid,n/a
4852,Volkswagen,Golf,20250,31215,2015,9,Automatic,Petrol,2
4853,Volkswagen,Golf,20250,35575,2017,3,Automatic,Diesel,5
4854,Audi,A3,20250,23781,2020,9,Manual,Petrol,3
4855,Mercedes-Benz,CLA Class,20250,22766,2018,4,Automatic,Diesel,3
4856,Kia,Stonic,20250,4714,2021,11,Automatic,Petrol,1
4857,Peugeot,3008,20300,19170,2018,5,Automatic,Diesel,1
4858,BMW,3 Series,20300,28574,2018,6,Automatic,Petrol,2
4859,Ford,Fiesta,20300,22471,2020,3,Manual,Petrol,2
4860,Volkswagen,T-Cross,20300,16132,2020,3,Automatic,Petrol,1
4861,Land,Rover Range Rover Evoque,20300,45200,2016,10,Automatic,Diesel,2
4862,Audi,Q2,20300,29039,2019,6,Automatic,Diesel,3
4863,BMW,3 Series,20300,44700,2018,3,Automatic,Petrol,2
4864,Volkswagen,Tiguan,20300,23255,2019,8,Manual,Diesel,1
4865,Audi,A5,20300,47083,2018,8,Automatic,Diesel,3
4866,Toyota,C-HR,20300,21198,2017,5,Automatic,Hybrid,1
4867,Mini,Countryman,20300,54098,2019,1,Automatic,Plug-in hybrid,n/a
4868,Volkswagen,Golf,20300,31501,2017,9,Automatic,Diesel,3
4869,Toyota,C-HR,20300,25120,2018,9,Automatic,Hybrid,n/a
4870,Toyota,C-HR,20300,39418,2019,7,Automatic,Hybrid,n/a
4871,Mercedes-Benz,A Class,20300,16537,2018,9,Manual,Petrol,3
4872,Ford,Galaxy,20300,20677,2018,10,Manual,Diesel,1
4873,Volkswagen,e-Golf,20300,20750,2020,12,Automatic,Electric,n/a
4874,Audi,A3,20300,11593,2019,3,Automatic,Petrol,2
4875,BMW,1 Series,20300,56264,2017,9,Automatic,Petrol,4
4876,Volvo,V90,20300,44846,2019,3,Automatic,Diesel,1
4877,Mercedes-Benz,C Class,20350,41019,2017,6,Automatic,Diesel,1
4878,Land,Rover Range Rover Evoque,20350,37667,2017,2,Manual,Diesel,2
4879,Nissan,Qashqai,20350,9195,2019,5,Automatic,Petrol,1
4880,Toyota,C-HR,20350,47129,2018,6,Automatic,Petrol,n/a
4881,Peugeot,3008,20350,14586,2019,9,Manual,Petrol,1
4882,Lexus,CT 200h,20350,20017,2019,3,Automatic,Petrol,n/a
4883,Ford,Edge,20350,67617,2017,9,Automatic,Diesel,3
4884,Toyota,Prius,20350,52776,2018,7,Automatic,Hybrid,n/a
4885,Mini,Hatch,20350,7952,2020,6,Automatic,Petrol,2
4886,Kia,Sportage,20350,20125,2020,1,Manual,Diesel,1
4887,Volkswagen,Sharan,20350,32215,2017,9,Automatic,Diesel,4
4888,Volkswagen,Tiguan,20350,23471,2018,12,Automatic,Diesel,1
4889,Ford,Fiesta,20350,19264,2020,3,Manual,Petrol,1
4890,Volkswagen,Polo,20350,7310,2019,10,Automatic,Petrol,1
4891,Seat,Ateca,20350,17587,2019,10,Automatic,Diesel,1
4892,Audi,A3,20350,33830,2018,5,Automatic,Petrol,2
4893,Kia,Sportage,20350,21265,2019,9,Automatic,Diesel,1
4894,Mini,Hatch,20350,1796,2022,1,Manual,Petrol,1
4895,BMW,6 Series Gran Coupe,20350,52081,2017,3,Automatic,Diesel,3
4896,BMW,4 Series Gran Coupe,20350,56545,2019,9,Automatic,Diesel,2
4897,Volkswagen,Golf,20350,55536,2017,10,Automatic,Hybrid,n/a
4898,Kia,ProCeed,20400,21590,2020,3,Automatic,Diesel,2
4899,Mercedes-Benz,A Class,20400,66915,2019,1,Automatic,Diesel,1
4900,Mini,Hatch,20400,2146,2022,7,Manual,Petrol,1
4901,Mitsubishi,Outlander,20400,51733,2018,9,Automatic,Plug-in hybrid,n/a
4902,Nissan,Leaf,20400,5544,2018,3,Automatic,Electric,n/a
4903,Mini,Countryman,20400,55069,2018,10,Automatic,Hybrid,n/a
4904,Mini,Countryman,20400,12784,2018,11,Automatic,Diesel,1
4905,Nissan,Qashqai,20400,1014,2020,11,Automatic,Petrol,1
4906,Audi,A1,20400,25940,2020,8,Automatic,Petrol,1
4907,BMW,1 Series,20400,18337,2020,1,Manual,Petrol,2
4908,BMW,5 Series,20400,65296,2018,12,Automatic,Diesel,1
4909,Mini,Hatch,20400,20450,2018,3,Automatic,Petrol,3
4910,Audi,A5,20400,57021,2017,5,Automatic,Diesel,4
4911,Mini,Hatch,20400,10346,2019,9,Automatic,Petrol,1
4912,Vauxhall,Insignia,20400,17712,2021,9,Manual,Diesel,1
4913,Toyota,C-HR,20400,31267,2018,9,Automatic,Hybrid,n/a
4914,BMW,i3,20400,30259,2019,4,Automatic,Electric,n/a
4915,Abarth,595,20400,1886,2022,5,Manual,Petrol,1
4916,Jaguar,XE,20400,33682,2019,9,Automatic,Diesel,1
4917,Audi,TT,20400,25786,2017,11,Manual,Petrol,4
4918,Mercedes-Benz,A Class,20400,20714,2019,12,Manual,Petrol,1
4919,Nissan,X-Trail,20400,28984,2018,3,Automatic,Diesel,1
4920,BMW,2 Series Active Tourer,20400,34519,2019,2,Automatic,Hybrid,n/a
4921,Vauxhall,Corsa-e,20400,10202,2021,1,Automatic,Electric,n/a
4922,BMW,5 Series,20450,51435,2018,6,Automatic,Petrol,2
4923,Ford,Puma,20450,9885,2021,8,Manual,Petrol,n/a
4924,Fiat,500X,20450,2893,2022,6,Automatic,Petrol,1
4925,Audi,A1,20450,26074,2019,4,Automatic,Petrol,2
4926,Toyota,RAV4,20450,28017,2016,4,Automatic,Petrol,2
4927,Nissan,Qashqai,20450,14753,2020,1,Automatic,Petrol,1
4928,Volkswagen,Golf,20450,11971,2016,11,Automatic,Diesel,1
4929,Toyota,C-HR,20450,22974,2019,7,Automatic,Hybrid,n/a
4930,Toyota,Corolla,20450,31328,2019,7,Automatic,Hybrid,n/a
4931,Ford,Focus,20450,24439,2021,3,Manual,Petrol,n/a
4932,Audi,Q2,20450,24552,2020,12,Manual,Petrol,1
4933,Volkswagen,Sharan,20450,50391,2019,5,Automatic,Petrol,2
4934,Toyota,C-HR,20450,26354,2018,7,Automatic,Hybrid,n/a
4935,Mini,Countryman,20450,51744,2018,9,Automatic,Plug-in hybrid,n/a
4936,Mercedes-Benz,A Class,20450,38446,2019,9,Manual,Petrol,3
4937,Mini,Hatch,20450,9448,2019,7,Automatic,Petrol,2
4938,Volkswagen,e-Golf,20450,17201,2020,8,Automatic,Electric,n/a
4939,BMW,X1,20450,15624,2017,3,Manual,Diesel,4
4940,Mercedes-Benz,A Class,20450,42752,2019,3,Automatic,Petrol,3
4941,Audi,A4,20450,21469,2018,9,Manual,Petrol,2
4942,Nissan,X-Trail,20500,30506,2018,3,Automatic,Diesel,1
4943,BMW,2 Series Active Tourer,20500,42261,2018,11,Automatic,Hybrid,n/a
4944,BMW,3 Series,20500,45221,2019,6,Automatic,Diesel,3
4945,Volkswagen,Golf,20500,49135,2017,1,Automatic,Petrol,3
4946,Audi,A1,20500,26915,2019,6,Automatic,Petrol,1
4947,Volkswagen,Golf,20500,36513,2017,11,Automatic,Diesel,3
4948,Volkswagen,T-Roc,20500,13524,2020,3,Manual,Petrol,2
4949,Peugeot,3008,20500,31175,2018,5,Automatic,Petrol,1
4950,Audi,Q3,20500,21648,2018,3,Automatic,Petrol,2
4951,Toyota,C-HR,20500,33001,2019,5,Automatic,Hybrid,n/a
4952,Audi,A1,20500,19377,2019,11,Automatic,Petrol,1
4953,Volkswagen,e-Golf,20500,18131,2020,9,Automatic,Electric,n/a
4954,Toyota,RAV4,20500,26146,2018,5,Automatic,Hybrid,n/a
4955,Mini,Hatch,20500,14000,2021,1,Automatic,Petrol,2
4956,Mercedes-Benz,A Class,20500,28743,2018,9,Automatic,Petrol,2
4957,Lexus,CT 200h,20500,14074,2019,5,Automatic,Hybrid,n/a
4958,Kia,Niro,20500,13424,2018,9,Automatic,Petrol,1
4959,Toyota,C-HR,20550,33864,2019,5,Automatic,Hybrid,n/a
4960,Peugeot,2008,20550,22799,2022,1,Manual,Diesel,1
4961,Kia,Sportage,20550,26478,2019,1,Manual,Diesel,2
4962,Toyota,GT86,20550,38754,2019,7,Manual,Petrol,2
4963,Skoda,Kamiq,20550,9555,2020,12,Automatic,Petrol,1
4964,Ford,Galaxy,20550,43085,2018,3,Automatic,Diesel,1
4965,Volkswagen,Tiguan,20550,45456,2019,6,Automatic,Diesel,2
4966,Mitsubishi,Outlander,20550,22626,2019,5,Automatic,Petrol,1
4967,Nissan,Qashqai,20550,5369,2020,9,Manual,Petrol,1
4968,Mercedes-Benz,A Class,20550,11784,2019,7,Automatic,Petrol,1
4969,Volkswagen,Golf,20550,15611,2020,2,Automatic,Petrol,1
4970,Toyota,Corolla,20550,10482,2019,9,Automatic,Hybrid,n/a
4971,Volvo,V60,20550,42734,2019,7,Automatic,Diesel,1
4972,Audi,A6 Avant,20550,53767,2016,12,Automatic,Diesel,4
4973,Audi,A3,20550,34087,2019,2,Automatic,Petrol,3
4974,Audi,A1,20550,20327,2020,11,Automatic,Petrol,2
4975,Mazda,MX-5 RF,20550,12030,2020,6,Manual,Petrol,1
4976,Mercedes-Benz,GLA Class,20550,34443,2018,9,Automatic,Diesel,3
4977,BMW,i3,20550,19336,2018,3,Automatic,Electric,n/a
4978,Mitsubishi,Outlander,20550,39632,2018,12,Automatic,Plug-in hybrid,n/a
4979,Volkswagen,Golf,20550,29995,2018,5,Manual,Petrol,2
4980,BMW,3 Series,20550,27215,2018,8,Automatic,Plug-in hybrid,n/a
4981,Toyota,C-HR,20550,25728,2018,7,Automatic,Hybrid,n/a
4982,Volkswagen,Polo,20600,10772,2019,11,Automatic,Petrol,1
4983,Mercedes-Benz,CLA Class,20600,19695,2018,11,Manual,Petrol,1
4984,Land,Rover Discovery Sport,20600,45037,2019,1,Manual,Diesel,1
4985,Hyundai,IONIQ,20600,25366,2019,4,Manual,Hybrid,n/a
4986,Land,Rover Range Rover Evoque,20600,32897,2018,3,Manual,Diesel,1
4987,Vauxhall,Corsa,20600,2091,2022,8,Manual,Petrol,1
4988,Ford,Fiesta,20600,1316,2022,3,Manual,Petrol,1
4989,Hyundai,IONIQ,20600,21169,2019,7,Automatic,Plug-in hybrid,n/a
4990,Toyota,C-HR,20600,38752,2019,3,Automatic,Hybrid,n/a
4991,Land,Rover Discovery Sport,20600,30419,2019,6,Manual,Diesel,1
4992,Audi,Q2,20600,8836,2019,4,Manual,Diesel,1
4993,BMW,i3,20600,30352,2019,3,Automatic,Electric,n/a
4994,MG,MG ZS,20600,26668,2021,1,Automatic,Electric,n/a
4995,Jaguar,E-PACE,20600,20106,2019,3,Manual,Diesel,4
4996,BMW,2 Series Active Tourer,20600,14445,2019,4,Automatic,Diesel,1
4997,Toyota,C-HR,20600,23259,2018,9,Automatic,Hybrid,n/a
4998,Mercedes-Benz,A Class,20600,51705,2019,5,Automatic,Petrol,3
4999,Kia,Sportage,20600,8570,2021,9,Manual,Diesel,1
5000,Mercedes-Benz,C Class,20650,56827,2018,7,Automatic,Diesel,1
5001,Volkswagen,T-Roc,20650,15665,2019,11,Manual,Petrol,1
5002,Mercedes-Benz,A Class,20650,26341,2019,3,Manual,Petrol,1
5003,Mercedes-Benz,A Class,20650,15107,2017,7,Automatic,Diesel,2
5004,Audi,TT,20650,37550,2017,3,Automatic,Petrol,2
5005,Fiat,500X,20650,2213,2022,6,Automatic,Petrol,1
5006,BMW,4 Series Gran Coupe,20650,60823,2016,11,Automatic,Diesel,2
5007,BMW,X2,20650,68845,2019,7,Automatic,Diesel,1
5008,Audi,A6 Allroad,20650,55247,2016,3,Automatic,Diesel,4
5009,Audi,TT,20650,12915,2018,7,Manual,Petrol,2
5010,Mini,Countryman,20650,10819,2019,5,Automatic,Petrol,1
5011,Mercedes-Benz,A Class,20650,48065,2018,12,Automatic,Petrol,2
5012,Nissan,Qashqai,20650,30219,2019,6,Automatic,Petrol,1
5013,Toyota,C-HR,20650,15369,2020,9,Automatic,Hybrid,n/a
5014,Toyota,Prius,20650,10707,2017,3,Automatic,Hybrid,1
5015,MG,MG ZS,20650,10765,2020,9,Automatic,Electric,n/a
5016,Mercedes-Benz,A Class,20650,24288,2018,9,Automatic,Petrol,2
5017,Jaguar,XF,20700,33715,2018,12,Automatic,Diesel,1
5018,Land,Rover Range Rover Evoque,20700,45733,2018,1,Manual,Diesel,2
5019,Volkswagen,T-Roc,20700,28416,2021,3,Manual,Petrol,1
5020,Mercedes-Benz,C Class,20700,35207,2017,4,Automatic,Plug-in hybrid,n/a
